id	section	description	expected	tolerance	tex_source	status	notebook
S3.35	SR 3	those as a share of prioritisations (%)	13.0	0.05	supplementary_results.tex	pending	03-supp/03_l2g_gene_prioritisation
S3.36	SR 3	prioritisations nearest to a TSS	424781	0	supplementary_results.tex	pending	03-supp/03_l2g_gene_prioritisation
S3.37	SR 3	those as a share of prioritisations (%)	81.2	0.05	supplementary_results.tex	pending	03-supp/03_l2g_gene_prioritisation
S3.38	SR 3	prioritisations with no PAV, eQTL or pQTL	241404	0	supplementary_results.tex	pending	03-supp/03_l2g_gene_prioritisation
S3.39	SR 3	those as a share of prioritisations (%)	46.1	0.05	supplementary_results.tex	pending	03-supp/03_l2g_gene_prioritisation
S3.40	SR 3	genes associated when Orphanet, gene burden and eQTLs are added	18950	0	supplementary_results.tex	pending	03-supp/03_l2g_gene_prioritisation
S3.41	SR 3	those as a share of protein-coding genes (%)	94.1	0.05	supplementary_results.tex	pending	03-supp/03_l2g_gene_prioritisation
S3.42	SR 3	GWAS CSs novel against Open Targets Genetics 22.10	456323	0	supplementary_results.tex	precomputed	03-supp/03_l2g_gene_prioritisation
S3.43	SR 3	those as a share of all GWAS CSs (%)	58	0.5	supplementary_results.tex	precomputed	03-supp/03_l2g_gene_prioritisation
S3.44	SR 3	GWAS CSs classified as previously known	333130	0	supplementary_results.tex	precomputed	03-supp/03_l2g_gene_prioritisation
S4.01	SR 4	L2G > 0.5, sensitivity, held-out set	0.646	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.02	SR 4	L2G > 0.5, specificity, held-out set	0.995	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.03	SR 4	L2G > 0.5, PPV, held-out set	0.885	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.04	SR 4	L2G > 0.5, FDR, held-out set	0.115	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.05	SR 4	L2G > 0.5, sensitivity, training and test sets	0.736	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.06	SR 4	L2G > 0.5, specificity, training and test sets	0.995	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.07	SR 4	L2G > 0.5, PPV, training and test sets	0.904	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.08	SR 4	L2G > 0.5, FDR, training and test sets	0.096	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.09	SR 4	L2G > 0.005, sensitivity, held-out set	0.839	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.10	SR 4	L2G > 0.005, specificity, held-out set	0.932	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.11	SR 4	L2G > 0.005, PPV, held-out set	0.443	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.12	SR 4	L2G > 0.005, FDR, held-out set	0.557	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.13	SR 4	L2G > 0.005, sensitivity, training and test sets	0.88	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.14	SR 4	L2G > 0.005, specificity, training and test sets	0.948	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.15	SR 4	L2G > 0.005, PPV, training and test sets	0.538	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.16	SR 4	L2G > 0.005, FDR, training and test sets	0.462	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.17	SR 4	L2G > 0.8, sensitivity, held-out set	0.339	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.18	SR 4	L2G > 0.8, specificity, held-out set	0.998	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.19	SR 4	L2G > 0.8, PPV, held-out set	0.923	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.20	SR 4	L2G > 0.8, FDR, held-out set	0.077	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.21	SR 4	L2G > 0.8, sensitivity, training and test sets	0.528	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.22	SR 4	L2G > 0.8, specificity, training and test sets	0.999	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.23	SR 4	L2G > 0.8, PPV, training and test sets	0.965	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.24	SR 4	L2G > 0.8, FDR, training and test sets	0.035	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.25	SR 4	eQTL coloc, sensitivity, held-out set	0.218	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.26	SR 4	eQTL coloc, specificity, held-out set	0.974	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.27	SR 4	eQTL coloc, PPV, held-out set	0.349	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.28	SR 4	eQTL coloc, FDR, held-out set	0.651	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.29	SR 4	eQTL coloc, sensitivity, training and test sets	0.348	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.30	SR 4	eQTL coloc, specificity, training and test sets	0.96	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.31	SR 4	eQTL coloc, PPV, training and test sets	0.375	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.32	SR 4	eQTL coloc, FDR, training and test sets	0.625	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.33	SR 4	pQTL coloc, sensitivity, held-out set	0.184	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.34	SR 4	pQTL coloc, specificity, held-out set	0.992	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.35	SR 4	pQTL coloc, PPV, held-out set	0.613	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.36	SR 4	pQTL coloc, FDR, held-out set	0.387	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.37	SR 4	pQTL coloc, sensitivity, training and test sets	0.141	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.38	SR 4	pQTL coloc, specificity, training and test sets	0.997	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.39	SR 4	pQTL coloc, PPV, training and test sets	0.782	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.40	SR 4	pQTL coloc, FDR, training and test sets	0.218	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.41	SR 4	PAV, sensitivity, held-out set	0.248	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.42	SR 4	PAV, specificity, held-out set	0.996	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.43	SR 4	PAV, PPV, held-out set	0.807	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.44	SR 4	PAV, FDR, held-out set	0.193	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.45	SR 4	PAV, sensitivity, training and test sets	0.207	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.46	SR 4	PAV, specificity, training and test sets	0.997	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.47	SR 4	PAV, PPV, training and test sets	0.804	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.48	SR 4	PAV, FDR, training and test sets	0.196	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.49	SR 4	Nearest, sensitivity, held-out set	0.702	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.50	SR 4	Nearest, specificity, held-out set	0.983	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.51	SR 4	Nearest, PPV, held-out set	0.73	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.52	SR 4	Nearest, FDR, held-out set	0.27	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.53	SR 4	Nearest, sensitivity, training and test sets	0.644	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.54	SR 4	Nearest, specificity, training and test sets	0.982	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.55	SR 4	Nearest, PPV, training and test sets	0.708	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.56	SR 4	Nearest, FDR, training and test sets	0.292	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.57	SR 4	Combined, sensitivity, held-out set	0.776	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.58	SR 4	Combined, specificity, held-out set	0.986	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.59	SR 4	Combined, PPV, held-out set	0.788	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.60	SR 4	Combined, FDR, held-out set	0.212	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.61	SR 4	Combined, sensitivity, training and test sets	0.798	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.62	SR 4	Combined, specificity, training and test sets	0.989	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.63	SR 4	Combined, PPV, training and test sets	0.831	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S4.64	SR 4	Combined, FDR, training and test sets	0.169	0.0015	supplementary_results.tex	pending	03-supp/04_l2g_vs_naive
S5.01	SR 5	disease-associated GWAS regions	24558	0	supplementary_results.tex	pending	03-supp/05_secondary_signals
S5.02	SR 5	regions with both a primary and a secondary CS	6354	0	supplementary_results.tex	pending	03-supp/05_secondary_signals
S5.03	SR 5	primary credible sets in those regions	8780	0	supplementary_results.tex	pending	03-supp/05_secondary_signals
S5.04	SR 5	secondary credible sets in those regions	11439	0	supplementary_results.tex	pending	03-supp/05_secondary_signals
S5.05	SR 5	regions whose primary CS carries no evidence	2862	0	supplementary_results.tex	pending	03-supp/05_secondary_signals
S5.06	SR 5	of those, with a secondary CS that does (%)	81.5	0.05	supplementary_results.tex	pending	03-supp/05_secondary_signals
S5.07	SR 5	primary CSs with an eQTL colocalisation (%)	48.5	0.05	supplementary_results.tex	pending	03-supp/05_secondary_signals
S5.08	SR 5	secondary CSs with an eQTL colocalisation (%)	42.4	0.05	supplementary_results.tex	pending	03-supp/05_secondary_signals
S5.09	SR 5	primary CSs with a pQTL colocalisation (%)	9.8	0.05	supplementary_results.tex	pending	03-supp/05_secondary_signals
S5.10	SR 5	secondary CSs with a pQTL colocalisation (%)	7.2	0.05	supplementary_results.tex	pending	03-supp/05_secondary_signals
S5.11	SR 5	primary CSs with a protein-altering variant (%)	17.5	0.05	supplementary_results.tex	pending	03-supp/05_secondary_signals
S5.12	SR 5	secondary CSs with a protein-altering variant (%)	14.6	0.05	supplementary_results.tex	pending	03-supp/05_secondary_signals
S6.01	SR 6	disease-associated variants in the effect matrix	40706	0	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.02	SR 6	diseases in the effect matrix	1403	0	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.03	SR 6	pleiotropic lead variants	9828	0	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.04	SR 6	those as a share of all variants (%)	24	0.5	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.05	SR 6	mean diseases per variant	1.48	0.005	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.06	SR 6	maximum diseases per variant	85	0	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.07	SR 6	pleiotropic variants with concordance below 1	1793	0	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.08	SR 6	those as a share of pleiotropic variants (%)	18	0.5	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.09	SR 6	highly pleiotropic variants with a fitted mixture	118	0	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.10	SR 6	those favouring two components	100	0	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.11	SR 6	those as a share of fitted variants (%)	85	0.5	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.12	SR 6	mean ratio between component means	14.5	0.05	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.13	SR 6	median ratio between component means	7.7	0.05	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.14	SR 6	share of associations in the large-effect component (%)	22	0.5	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.15	SR 6	colocalisation clusters in Supplementary Figure 5	20041	0	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.16	SR 6	distinct coordinates those clusters occupy	219	0	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S6.17	SR 6	clusters at one disease and one therapeutic area	13424	0	supplementary_results.tex	pending	03-supp/06_variant_pleiotropy_modelling
S7.01	SR 7	disease-associated genes in the models	8285	0	supplementary_results.tex	pending	03-supp/07_gps_and_discordance
S7.02	SR 7	gPS beta with mean discordance in the model	0.29	0.005	supplementary_results.tex	pending	03-supp/07_gps_and_discordance
S7.03	SR 7	gPS P with mean discordance in the model	5.4e-11	5e-12	supplementary_results.tex	pending	03-supp/07_gps_and_discordance
S7.04	SR 7	mean discordance P in the joint model	0.83	0.005	supplementary_results.tex	pending	03-supp/07_gps_and_discordance
S7.05	SR 7	gPS beta with maximum discordance in the model	0.25	0.005	supplementary_results.tex	pending	03-supp/07_gps_and_discordance
S7.06	SR 7	gPS P with maximum discordance in the model	5.9e-07	5e-08	supplementary_results.tex	pending	03-supp/07_gps_and_discordance
S7.07	SR 7	maximum discordance P in the joint model	0.14	0.005	supplementary_results.tex	pending	03-supp/07_gps_and_discordance
S7.08	SR 7	maximum discordance beta, univariate	1.82	0.005	supplementary_results.tex	pending	03-supp/07_gps_and_discordance
S7.09	SR 7	maximum discordance P, univariate	7.8e-07	5e-08	supplementary_results.tex	pending	03-supp/07_gps_and_discordance
S8.01	SR 8	OR for genetic support, no covariates	3.62	0.005	supplementary_results.tex	pending	03-supp/08_enrichment_bias
S8.02	SR 8	OR adjusting for maximum sample size	3.44	0.005	supplementary_results.tex	pending	03-supp/08_enrichment_bias
S8.03	SR 8	OR with a random therapeutic-area intercept	3.32	0.005	supplementary_results.tex	pending	03-supp/08_enrichment_bias
S8.04	SR 8	OR with both sample size and therapeutic area	3.14	0.005	supplementary_results.tex	pending	03-supp/08_enrichment_bias
S8.05	SR 8	variance of the therapeutic-area effect	0.54	0.005	supplementary_results.tex	pending	03-supp/08_enrichment_bias
S8.06	SR 8	standard deviation of the therapeutic-area effect	0.74	0.005	supplementary_results.tex	pending	03-supp/08_enrichment_bias
S9.01	SR 9	TA quadratic vs baseline LR	80.54	0.05	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.02	SR 9	TA quadratic vs baseline P	3.24e-18	3e-19	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.03	SR 9	TA quadratic vs linear LR	64.90	0.05	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.04	SR 9	TA quadratic vs linear P	7.89e-16	5e-17	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.05	SR 9	gPS quadratic vs baseline LR	66.38	0.05	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.06	SR 9	gPS quadratic vs baseline P	3.85e-15	3e-16	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.07	SR 9	gPS quadratic vs linear LR	54.17	0.05	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.08	SR 9	gPS quadratic vs linear P	1.84e-13	1e-14	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.09	SR 9	TA linear log coefficient	0.568	0.0015	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.10	SR 9	TA linear bootstrap mean	0.568	0.005	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.11	SR 9	TA linear bootstrap SD	0.064	0.005	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.12	SR 9	TA linear bootstrap CI low	0.441	0.015	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.13	SR 9	TA linear bootstrap CI high	0.692	0.015	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.14	SR 9	TA quadratic log coefficient	-0.267	0.0015	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.15	SR 9	TA quadratic bootstrap mean	-0.266	0.005	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.16	SR 9	TA quadratic bootstrap SD	0.034	0.005	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.17	SR 9	TA quadratic bootstrap CI low	-0.332	0.015	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.18	SR 9	TA quadratic bootstrap CI high	-0.198	0.015	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.19	SR 9	gPS linear log coefficient	0.371	0.0015	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.20	SR 9	gPS linear bootstrap mean	0.370	0.005	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.21	SR 9	gPS linear bootstrap SD	0.047	0.005	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.22	SR 9	gPS linear bootstrap CI low	0.271	0.015	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.23	SR 9	gPS linear bootstrap CI high	0.459	0.015	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.24	SR 9	gPS quadratic log coefficient	-0.120	0.0015	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.25	SR 9	gPS quadratic bootstrap mean	-0.120	0.005	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.26	SR 9	gPS quadratic bootstrap SD	0.017	0.005	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.27	SR 9	gPS quadratic bootstrap CI low	-0.152	0.015	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.28	SR 9	gPS quadratic bootstrap CI high	-0.085	0.015	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.29	SR 9	lowest bootstrap sign stability (%)	100	0.05	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.30	SR 9	lowest bootstrap significance rate (%)	100	0.05	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.31	SR 9	pairs after excluding safety liabilities	8433	0	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.32	SR 9	TA quadratic coefficient after that exclusion	-0.474	0.0015	supplementary_results.tex	pending	03-supp/09_nonlinearity
S9.33	SR 9	fitted peak of the therapeutic-area curve	1.90	0.005	supplementary_results.tex	pending	03-supp/09_nonlinearity
S10.01	SR 10	target-indication pairs with genetic support	18480	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.02	SR 10	pairs in group 1 TA (therapeutic areas)	6578	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.03	SR 10	pairs in group 2–5 TAs (therapeutic areas)	9705	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.04	SR 10	pairs in group ≥6 TAs (therapeutic areas)	2197	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.05	SR 10	Phase I→II, 1 TA: pairs entering	6578	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.06	SR 10	Phase I→II, 1 TA: success (%)	82.9	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.07	SR 10	Phase I→II, 2–5 TAs: pairs entering	9705	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.08	SR 10	Phase I→II, 2–5 TAs: success (%)	84.2	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.09	SR 10	Phase I→II, ≥6 TAs: pairs entering	2197	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.10	SR 10	Phase I→II, ≥6 TAs: success (%)	82.6	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.11	SR 10	Phase I→II, med_vs_low (therapeutic areas): risk ratio	1.02	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.12	SR 10	Phase I→II, high_vs_low (therapeutic areas): risk ratio	1.0	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.13	SR 10	Phase I→II, high_vs_med (therapeutic areas): risk ratio	0.98	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.14	SR 10	Phase II→III, 1 TA: pairs entering	5453	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.15	SR 10	Phase II→III, 1 TA: success (%)	57.0	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.16	SR 10	Phase II→III, 2–5 TAs: pairs entering	8173	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.17	SR 10	Phase II→III, 2–5 TAs: success (%)	53.5	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.18	SR 10	Phase II→III, ≥6 TAs: pairs entering	1815	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.19	SR 10	Phase II→III, ≥6 TAs: success (%)	49.8	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.20	SR 10	Phase II→III, med_vs_low (therapeutic areas): risk ratio	0.94	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.21	SR 10	Phase II→III, high_vs_low (therapeutic areas): risk ratio	0.87	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.22	SR 10	Phase II→III, high_vs_med (therapeutic areas): risk ratio	0.93	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.23	SR 10	Phase III→approval, 1 TA: pairs entering	3110	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.24	SR 10	Phase III→approval, 1 TA: success (%)	29.4	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.25	SR 10	Phase III→approval, 2–5 TAs: pairs entering	4376	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.26	SR 10	Phase III→approval, 2–5 TAs: success (%)	31.2	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.27	SR 10	Phase III→approval, ≥6 TAs: pairs entering	903	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.28	SR 10	Phase III→approval, ≥6 TAs: success (%)	30.6	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.29	SR 10	Phase III→approval, med_vs_low (therapeutic areas): risk ratio	1.06	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.30	SR 10	Phase III→approval, high_vs_low (therapeutic areas): risk ratio	1.04	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.31	SR 10	Phase III→approval, high_vs_med (therapeutic areas): risk ratio	0.98	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.32	SR 10	pairs in group gPS 1 (gPS)	5724	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.33	SR 10	pairs in group gPS 2–9 (gPS)	9542	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.34	SR 10	pairs in group gPS ≥10 (gPS)	3214	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.35	SR 10	Phase I→II, gPS 1: pairs entering	5724	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.36	SR 10	Phase I→II, gPS 1: success (%)	82.3	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.37	SR 10	Phase I→II, gPS 2–9: pairs entering	9542	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.38	SR 10	Phase I→II, gPS 2–9: success (%)	84.4	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.39	SR 10	Phase I→II, gPS ≥10: pairs entering	3214	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.40	SR 10	Phase I→II, gPS ≥10: success (%)	83.4	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.41	SR 10	Phase I→II, med_vs_low (gPS): risk ratio	1.03	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.42	SR 10	Phase I→II, high_vs_low (gPS): risk ratio	1.01	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.43	SR 10	Phase I→II, high_vs_med (gPS): risk ratio	0.99	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.44	SR 10	Phase II→III, gPS 1: pairs entering	4708	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.45	SR 10	Phase II→III, gPS 1: success (%)	56.7	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.46	SR 10	Phase II→III, gPS 2–9: pairs entering	8051	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.47	SR 10	Phase II→III, gPS 2–9: success (%)	53.8	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.48	SR 10	Phase II→III, gPS ≥10: pairs entering	2682	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.49	SR 10	Phase II→III, gPS ≥10: success (%)	51.6	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.50	SR 10	Phase II→III, med_vs_low (gPS): risk ratio	0.95	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.51	SR 10	Phase II→III, high_vs_low (gPS): risk ratio	0.91	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.52	SR 10	Phase II→III, high_vs_med (gPS): risk ratio	0.96	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.53	SR 10	Phase III→approval, gPS 1: pairs entering	2671	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.54	SR 10	Phase III→approval, gPS 1: success (%)	29.0	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.55	SR 10	Phase III→approval, gPS 2–9: pairs entering	4335	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.56	SR 10	Phase III→approval, gPS 2–9: success (%)	31.7	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.57	SR 10	Phase III→approval, gPS ≥10: pairs entering	1383	0	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.58	SR 10	Phase III→approval, gPS ≥10: success (%)	29.4	0.05	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.59	SR 10	Phase III→approval, med_vs_low (gPS): risk ratio	1.09	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.60	SR 10	Phase III→approval, high_vs_low (gPS): risk ratio	1.01	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S10.61	SR 10	Phase III→approval, high_vs_med (gPS): risk ratio	0.93	0.005	supplementary_results.tex	pending	03-supp/10_phase_transitions
S11.01	SR 11	pairs meeting the combined criterion	87	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.02	SR 11	of those, approved	51	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.03	SR 11	that as a share of the 242 approved supported pairs (%)	21.1	0.05	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.04	SR 11	OR for PAV support	6.05	0.05	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.05	SR 11	OR for non-PAV support	3.09	0.05	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.06	SR 11	P for the difference between them	2.4e-04	5e-06	supplementary_results.tex	pending	03-supp/11_criterion_validation
S11.07	SR 11	reportable PAV therapeutic-area windows	64	0	supplementary_results.tex	pending	03-supp/11_criterion_validation
