,geneId,uniqueDiseases,uniqueTherapeuticAreas,maxEQTLColoc,maxPQTLColoc,maxVEP,maxDistanceTSS,minEffectiveSampleSize,maxEffectiveSampleSize,earliestPublicationDate,cancerOrBenignTumor,infectiousDisease,pregnancyOrPerinatalDisease,disorderOfVisualSystem,cardiovascularDisease,pancreasDisease,gastrointestinalDisease,reproductiveSystemOrBreastDisease,integumentarySystemDisease,endocrineSystemDisease,respiratoryOrThoracicDisease,urinarySystemDisease,musculoskeletalOrConnectiveTissueDisease,disorderOfEar,immuneSystemDisease,hematologicDisease,nervousSystemDisease,psychiatricDisorder,nutritionalOrMetabolicDisease,geneticFamilialOrCongenitalDisease,injuryPoisoningOrOtherComplication,signOrSymptom,other,totalStudies,lofConstraint,misConstraint,synConstraint,pathwayCount,tissueSpecificity,tissueDistribution,chromosome,start,end,approvedSymbol
2396,ENSG00000108774,4,2,1,0,0,1,116089.30071075787,381165.6245253304,2020-06-24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0.59000003,1.5744,0.16978,7,-1.0,-1.0,17,42124978,42155044,RAB5C
2397,ENSG00000159167,3,2,0,0,0,1,71913.46219676935,384314.83364002535,2022-10-12,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,8,0.44199997,2.1005,0.68285,0,-1.0,0.0,8,23841929,23854806,STC1
2398,ENSG00000184156,2,2,0,0,0,1,58995.33218928629,1778690.168860174,2022-07-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.542,2.3645,0.38284,2,1.0,0.5,8,132120861,132481095,KCNQ3
2399,ENSG00000105352,3,2,0,0,0,1,42341.12463940832,464892.4593283075,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,-0.45200002,-0.48534,-0.81923,0,1.0,0.5,19,41619015,41627074,CEACAM4
2400,ENSG00000162374,2,2,0,0,0,1,118061.55082048493,1122672.658801146,2019-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,7,0.86300004,3.6603,0.95894,0,0.5,0.5,1,50024029,50203772,ELAVL4
2401,ENSG00000164265,3,2,0,1,0,1,19069.86518571448,48835.29892898929,2023-01-18,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.23000002,-0.25569,0.076876,1,1.0,0.0,5,147870682,147882191,SCGB3A2
2402,ENSG00000172590,2,2,1,0,0,0,232586.34864014547,1424218.0900670097,2021-01-04,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.181,0.22468,0.81073,3,-1.0,-1.0,14,22829879,22835037,MRPL52
2403,ENSG00000241127,2,2,0,0,0,1,97181.90375256384,433862.5685735124,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,-0.26600003,0.37453,0.12719,0,-1.0,-1.0,7,39566385,39612089,YAE1
2404,ENSG00000101349,1,1,1,0,0,1,3849.347881248414,3849.347881248414,2024-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.671,1.8177,-0.083606,5,0.75,0.5,20,9537370,9839076,PAK5
2405,ENSG00000106025,1,1,1,0,0,1,143284.77790855977,355284.1215006515,2023-01-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.34500003,1.2581,0.66228,0,0.5,0.0,7,120787320,120858402,TSPAN12
2406,ENSG00000160469,2,1,0,0,0,0,356440.71671986027,1470466.6505612188,2025-04-09,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0.701,3.7696,-0.95943,0,0.75,0.0,19,55282072,55312562,BRSK1
2407,ENSG00000170577,1,1,0,0,0,1,134159.95265752633,134159.95265752633,2021-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.24000001,1.0655,-0.13172,1,0.5,0.0,2,45005182,45009452,SIX2
2408,ENSG00000197081,3,1,1,1,0,1,122069.83349127392,228688.0296088316,2017-12-06,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.579,2.7604,-0.65554,5,0.5,-1.0,6,159969082,160113507,IGF2R
2409,ENSG00000099204,1,1,0,0,0,1,645988.1975077938,645988.1975077938,2025-03-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.485,2.0405,0.53511,1,-1.0,-1.0,10,114431110,114768061,ABLIM1
2410,ENSG00000105221,1,1,0,0,1,1,275021.63051358337,275021.63051358337,2023-01-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.602,3.4263,0.36835,32,-1.0,-1.0,19,40230317,40285536,AKT2
2411,ENSG00000127948,1,1,0,0,0,1,34005.64413479755,34005.64413479755,2023-01-18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.112999976,-0.35506,-1.0222,1,0.5,-1.0,7,75899200,75986855,POR
2412,ENSG00000130511,1,1,1,0,0,0,50072.877304794354,50072.877304794354,2020-12-03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.277,-1.4006,-1.9317,0,-1.0,-1.0,19,18418864,18434562,SSBP4
2413,ENSG00000164600,1,1,0,0,0,1,155552.2805078301,155552.2805078301,2023-01-18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.587,1.8775,-0.82789,0,1.0,1.0,7,31337465,31340726,NEUROD6
2414,ENSG00000166169,1,1,0,0,0,1,1778690.168860174,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.037,1.6218,0.21551,1,-1.0,-1.0,10,101578882,101588270,POLL
2415,ENSG00000166224,1,1,0,0,0,1,1424218.0900670097,1424218.0900670097,2024-02-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.29000002,2.035,0.67278,1,-1.0,-1.0,10,70815905,70958701,SGPL1
2416,ENSG00000111245,18,9,1,0,0,1,2124.717330861909,574782.4268116049,2013-01-31,3,0,0,0,11,3,0,0,0,10,1,0,7,0,0,0,0,0,1,1,0,0,9,46,-0.15699995,1.1174,0.14214,1,0.75,0.0,12,110909996,111052434,MYL2
2417,ENSG00000112699,15,7,0,0,0,1,2885.810854728632,1424218.0900670097,2014-08-31,4,0,0,28,7,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,46,0.28100002,0.4976,-0.43602,1,0.5,-1.0,6,1623806,2245605,GMDS
2418,ENSG00000113161,14,6,1,0,0,1,21602.64405680352,895916.2144062951,2018-08-13,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,8,24,0.553,4.235,0.94001,4,0.5,-1.0,5,75336329,75364001,HMGCR
2419,ENSG00000134532,33,6,0,0,0,1,2464.7717968157694,1470466.6505612188,2011-12-25,0,0,0,0,3,0,0,0,0,0,0,0,46,0,0,0,10,0,0,1,0,13,10,83,0.796,3.8086,0.06415,0,0.5,0.0,12,23529504,24562544,SOX5
2420,ENSG00000041353,13,6,1,0,0,1,15603.785966148887,1122672.658801146,2019-02-04,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,1,15,0.037,0.024399,-0.27993,3,0.5,0.0,18,54717860,54895516,RAB27B
2421,ENSG00000182263,13,5,1,0,0,1,5789.2810075520965,500292.45069431677,2017-12-06,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,4,28,0.724,1.5445,-0.76039,0,-1.0,0.0,2,163593396,163736012,FIGN
2422,ENSG00000128915,8,5,0,0,0,1,14145.711748532529,444537.33605315426,2017-10-30,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,0,0,1,14,0.004000008,-1.1319,0.53354,1,0.5,-1.0,15,60419609,60479160,ICE2
2423,ENSG00000069011,15,4,1,0,0,1,6148.286988658086,473900.221403792,2011-02-06,26,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,40,0.425,0.84465,-0.22349,0,0.5,0.0,5,135027734,135034813,PITX1
2424,ENSG00000257017,12,4,1,1,0,1,22651.370408599323,464892.4593283075,2018-08-13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,10,23,-0.013000011,0.38521,0.57342,2,1.0,0.0,16,72054505,72061055,HP
2425,ENSG00000139350,5,3,0,0,0,1,46959.34409726352,360605.992793193,2020-11-26,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0.15799999,0.47722,0.23547,7,-1.0,-1.0,12,96907224,96953780,NEDD1
2426,ENSG00000145743,3,3,0,0,0,1,353105.3286394775,1122672.658801146,2021-11-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0.32200003,-2.6134,-4.9424,1,0.5,0.0,5,107859035,108382098,FBXL17
2427,ENSG00000175189,3,3,0,1,1,0,22803.782307526988,394357.452283155,2017-12-06,1,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,21,-0.176,1.2476,1.2821,1,1.0,1.0,12,57434784,57452062,INHBC
2428,ENSG00000148408,3,3,1,0,0,1,94951.97167384504,384314.83364002535,2021-05-17,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0.575,3.2473,-1.386,1,1.0,0.5,9,137877782,138124624,CACNA1B
2429,ENSG00000163803,3,3,0,0,0,0,3613.737329219921,239970.53614968536,2018-06-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,5,-0.11399996,0.2285,-0.96379,2,1.0,0.0,2,28457145,28644142,PLB1
2430,ENSG00000254656,4,3,0,0,1,1,12129.582986241576,444537.33605315426,2009-12-06,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,-0.86899996,1.2606,0.98866,0,0.5,0.5,14,100879753,100903722,RTL1
2431,ENSG00000145103,4,2,1,0,0,1,24523.50385931762,404399.6052088398,2021-06-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,-0.103000045,0.06617,0.25854,0,0.5,0.0,3,121987323,122022247,ILDR1
2432,ENSG00000159674,3,2,1,0,1,1,180344.38517486732,338763.57771536184,2022-02-02,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,-0.56299996,-1.6127,-1.5043,2,0.5,0.0,4,1166932,1208962,SPON2
2433,ENSG00000180228,2,2,0,0,0,1,16461.04650907092,16461.04650907092,2015-01-08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.069000006,1.0002,-0.41266,3,-1.0,-1.0,2,178431292,178451512,PRKRA
2434,ENSG00000205978,2,2,1,0,1,1,254373.32653042395,1424218.0900670097,2020-05-06,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.30400002,1.9326,0.24891,0,-1.0,0.0,14,24399003,24419283,NYNRIN
2435,ENSG00000130720,2,2,0,0,0,0,765591.3646788632,1778690.168860174,2020-06-15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-0.53,-0.21282,-1.1199,0,0.75,0.5,9,130902438,130939286,FIBCD1
2436,ENSG00000137673,3,2,1,0,0,1,4447.295196209435,521818.7070055739,2013-04-01,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-0.09500003,-0.48441,-0.6118,5,0.5,0.0,11,102520508,102530750,MMP7
2437,ENSG00000150991,3,2,0,0,0,1,161092.74087321138,279825.00883385167,2023-01-18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.51,4.8134,-4.8364,188,-1.0,-1.0,12,124911604,124917368,UBC
2438,ENSG00000174599,3,2,0,0,0,1,86334.97261459603,203090.6413944402,2020-11-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-0.635,0.25074,-0.54167,0,-1.0,0.0,4,117083554,117085576,TRAM1L1
2439,ENSG00000185436,3,2,1,0,1,1,8844.888938597473,309256.4614031486,2015-11-28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0.231,0.56021,-0.14636,2,-1.0,0.0,1,24154168,24187959,IFNLR1
2440,ENSG00000144355,1,1,0,0,0,1,171880.2916512608,323648.5577791949,2022-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0.454,2.1748,-0.38908,0,1.0,0.5,2,172084740,172089677,DLX1
2441,ENSG00000156150,2,1,1,0,0,1,107949.90929360976,414433.58532016096,2023-06-29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.051,-0.60958,-1.1231,1,0.5,0.0,1,110059870,110070672,ALX3
2442,ENSG00000117281,1,1,0,0,0,1,84270.16077055593,84270.16077055593,2024-10-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.12400001,1.0647,0.55381,1,0.75,0.5,1,145719471,145739288,CD160
2443,ENSG00000117616,1,1,1,0,0,1,62043.890063935265,62043.890063935265,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.42299998,0.24053,0.11746,0,-1.0,0.0,1,25242249,25338213,RSRP1
2444,ENSG00000118520,1,1,1,1,0,1,275021.63051358337,765591.3646788632,2020-06-15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.167,0.58597,0.12382,2,1.0,0.5,6,131470832,131584332,ARG1
2445,ENSG00000124205,1,1,1,0,0,1,42879.69557188197,160010.51072069994,2017-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0.30400002,-0.0517,0.0054371,3,0.5,0.0,20,59300443,59325992,EDN3
2446,ENSG00000134438,1,1,0,0,0,1,96018.8961005241,96018.8961005241,2024-07-19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.19700003,-1.0259,-1.6435,0,0.75,0.5,18,59267035,59274086,RAX
2447,ENSG00000140463,1,1,1,0,1,1,464892.4593283075,464892.4593283075,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.04699999,-0.37523,0.16178,1,-1.0,-1.0,15,72686186,72742006,BBS4
2448,ENSG00000148908,1,1,0,0,0,1,195005.6685718255,195005.6685718255,2023-01-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28100002,1.1363,0.34775,1,0.5,-1.0,10,119499817,119542719,RGS10
2449,ENSG00000149782,1,1,0,0,1,1,1424218.0900670097,1424218.0900670097,2024-02-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.532,3.7091,-0.57388,8,0.5,-1.0,11,64251530,64269150,PLCB3
2450,ENSG00000205810,1,1,1,0,0,1,135108.48254553688,135108.48254553688,2025-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.25199997,0.8722,-0.13935,0,0.75,0.5,12,10412315,10420595,KLRC3
2451,ENSG00000100280,1,1,0,0,0,1,515513.2178404211,515513.2178404211,2020-06-15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.524,3.2212,0.3414,4,-1.0,-1.0,22,29327680,29388583,AP1B1
2452,ENSG00000110025,1,1,0,1,0,0,360605.992793193,360605.992793193,2023-02-20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.116999984,0.80786,0.14331,0,-1.0,-1.0,11,65027439,65040572,SNX15
2453,ENSG00000112851,1,1,0,0,0,1,9098.85091274504,9098.85091274504,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.47399998,0.16586,0.36285,23,-1.0,-1.0,5,65883128,66082546,ERBIN
2454,ENSG00000140153,1,1,0,0,0,1,94870.11495236546,384314.83364002535,2022-10-12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0.802,2.7784,0.12284,1,-1.0,-1.0,14,102139503,102224847,WDR20
2455,ENSG00000141098,1,1,0,0,0,1,180089.50342935527,180089.50342935527,2021-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.38700002,1.1221,0.76618,0,0.5,-1.0,16,67674531,67719339,GFOD2
2456,ENSG00000142765,1,1,1,0,0,1,173193.7688415446,173193.7688415446,2024-07-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.04700005,-0.52271,-1.3462,1,0.5,0.0,1,27342020,27353937,SYTL1
2457,ENSG00000163207,1,1,0,0,0,1,44660.84794838759,44660.84794838759,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.87899995,-1.8407,0.12629,2,0.75,0.5,1,152908546,152911886,IVL
2458,ENSG00000204104,1,1,1,0,1,0,1129585.974638378,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0.277,0.61972,0.095069,1,-1.0,-1.0,2,238320441,238400897,TRAF3IP1
2459,ENSG00000160712,23,8,1,1,1,1,2209.8301559792026,562534.7696387965,2013-07-01,1,1,0,0,28,0,0,0,10,0,8,0,6,0,1,0,0,0,0,0,0,0,6,61,0.035000026,1.357,-0.3145,6,0.5,-1.0,1,154405193,154469450,IL6R
2460,ENSG00000111961,7,4,1,0,0,1,54703.55383629191,414433.58532016096,2016-05-16,0,0,0,2,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,1,0,0,0,19,0.588,2.0667,0.51649,0,-1.0,0.0,6,148272304,148552044,SASH1
2461,ENSG00000115808,10,4,1,0,0,1,21117.402887671095,756470.9740366563,2019-06-07,2,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0.314,-0.86388,-2.5527,7,-1.0,-1.0,2,36837698,36966536,STRN
2462,ENSG00000125813,7,4,0,0,0,1,1196.9181969949916,286678.73247515375,2011-10-27,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,2,14,0.13999999,-2.1968,-3.5189,0,1.0,0.5,20,21705659,21718481,PAX1
2463,ENSG00000133818,4,4,1,0,0,1,21724.94108458234,282360.54876783554,2019-09-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,6,-0.24600005,0.74888,-1.2224,1,-1.0,-1.0,11,14277922,14364506,RRAS2
2464,ENSG00000135926,5,3,1,0,1,1,6070.704428815815,178948.78717378277,2012-11-01,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,-0.11399996,0.36954,-0.68186,1,-1.0,-1.0,2,218274197,218292586,TMBIM1
2465,ENSG00000008838,6,3,1,0,0,1,42341.12463940832,298504.9722193353,2020-10-27,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,8,0.23900002,2.6343,0.25861,5,-1.0,-1.0,17,40019097,40061215,MED24
2466,ENSG00000161180,5,3,1,0,0,0,13219.952617929488,68837.80679818468,2014-02-14,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,8,-0.15799999,0.40279,1.2209,0,1.0,0.5,22,21632716,21637329,CCDC116
2467,ENSG00000213658,4,3,1,0,0,1,30049.94565242696,645988.1975077938,2024-07-19,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,5,0.526,1.3219,0.47755,7,0.5,-1.0,16,28984826,28990784,LAT
2468,ENSG00000138018,2,2,1,0,0,1,464892.4593283075,1424218.0900670097,2023-01-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.16799998,1.8533,0.76268,1,-1.0,-1.0,2,26308547,26395885,SELENOI
2469,ENSG00000151304,2,2,0,0,0,1,41593.31020127409,116388.33957200912,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,-0.25399995,-1.5562,-1.0453,0,-1.0,-1.0,5,121961975,122075570,SRFBP1
2470,ENSG00000165181,2,2,0,0,0,1,606.6666666666666,4428.697810877906,2016-02-01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.10799998,1.4144,1.9589,0,1.0,0.5,9,111686171,111795008,SHOC1
2471,ENSG00000244122,2,2,0,0,0,1,23095.07516203479,23238.11336553945,2020-01-31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.049000025,0.14186,-0.35241,2,1.0,0.5,2,233681901,233773300,UGT1A7
2472,ENSG00000048471,5,2,1,0,0,1,95776.89591443514,1129585.974638378,2022-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,5,0.052999973,-2.2062,-4.175,0,-1.0,-1.0,16,11976734,12574287,SNX29
2473,ENSG00000053254,3,2,0,0,0,1,23238.11336553945,1424218.0900670097,2020-01-31,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.627,2.3968,0.52707,0,-1.0,-1.0,14,89124871,89619149,FOXN3
2474,ENSG00000073737,2,2,1,0,0,1,4518.532006719214,112184.2204720767,2022-08-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.049000025,-0.45761,0.68827,2,0.5,0.0,2,169064789,169096167,DHRS9
2475,ENSG00000153234,7,2,0,0,0,1,132781.32332824613,1122672.658801146,2019-02-04,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,12,0.907,2.3057,-0.23846,2,0.5,-1.0,2,156324437,156342348,NR4A2
2476,ENSG00000179912,2,2,0,0,0,1,16386.12478006288,323648.5577791949,2018-02-26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,6,0.611,3.7684,1.2519,0,-1.0,-1.0,12,57253762,57431043,R3HDM2
2477,ENSG00000221914,2,2,0,0,0,1,232586.34864014547,574261.7466389402,2021-01-04,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.63600004,4.4593,0.38458,5,-1.0,-1.0,8,26291508,26372680,PPP2R2A
2478,ENSG00000039523,1,1,0,0,1,1,141293.18354755783,141293.18354755783,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.39099997,2.2718,1.3486,0,-1.0,-1.0,16,67518418,67546788,RIPOR1
2479,ENSG00000063127,1,1,1,0,0,1,22938.587937312015,22938.587937312015,2021-02-03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.061999977,1.735,1.0489,0,1.0,0.0,19,49289638,49325215,SLC6A16
2480,ENSG00000103245,1,1,1,0,0,1,645988.1975077938,645988.1975077938,2025-03-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.13999999,-0.71506,-1.7754,1,-1.0,-1.0,16,729760,741329,CIAO3
2481,ENSG00000143387,1,1,1,0,0,1,232586.34864014547,232586.34864014547,2021-01-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25199997,2.1653,0.83,6,0.5,-1.0,1,150794880,150809577,CTSK
2482,ENSG00000256162,1,1,1,0,0,1,43732.839609234245,43732.839609234245,2021-09-30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.11500001,0.099856,0.082106,0,1.0,0.5,6,130827406,130837135,SMLR1
2483,ENSG00000071242,1,1,0,0,0,0,13661.736030569899,13661.736030569899,2018-08-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.376,1.9009,-0.99974,7,-1.0,-1.0,6,166409364,166906451,RPS6KA2
2484,ENSG00000135749,2,1,0,0,0,1,10345.632006286014,26685.217785743116,2017-02-14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.134,1.2273,0.6435,0,0.5,0.0,1,232983435,233295725,PCNX2
2485,ENSG00000158079,1,1,0,0,0,1,1424218.0900670097,1424218.0900670097,2024-02-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.162,1.2436,1.078,0,-1.0,0.0,9,94030794,94109856,PTPDC1
2486,ENSG00000099625,1,1,0,0,1,0,3953.154495309038,3953.154495309038,2024-07-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.10699999,-2.035,-2.9125,0,0.5,0.5,19,1228287,1238027,CBARP
2487,ENSG00000145384,3,1,0,0,1,1,2324.6716622691292,279825.00883385167,2023-01-18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.34099996,-0.069702,0.30276,1,1.0,0.5,4,119317250,119322138,FABP2
2488,ENSG00000170166,1,1,0,0,0,1,180089.50342935527,180089.50342935527,2021-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.021000028,0.20341,-0.48132,1,0.5,0.0,2,176151550,176153226,HOXD4
2489,ENSG00000196730,2,1,1,0,0,1,42362.45324254164,301203.06999851385,2023-10-16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.617,3.997,1.4632,1,-1.0,-1.0,9,87497228,87708634,DAPK1
2490,ENSG00000163660,12,7,0,0,0,1,46059.65662231034,1778690.168860174,2020-10-05,0,0,1,0,7,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,15,0.62,2.7574,-0.70323,0,-1.0,-1.0,3,157146508,157160760,CCNL1
2491,ENSG00000145022,11,7,0,0,0,0,15443.951531069062,15443.951531069062,2015-08-24,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,7,-0.439,0.068308,0.36121,0,-1.0,-1.0,3,49412212,49416476,TCTA
2492,ENSG00000213626,9,7,1,0,0,1,2209.8301559792026,295550.4496098593,2011-02-24,0,1,0,0,2,0,0,0,0,0,1,4,6,0,2,0,0,0,0,0,0,0,5,21,-0.07099998,0.88419,-0.084562,0,-1.0,-1.0,2,30231534,30323730,LBH
2493,ENSG00000103335,10,6,1,0,1,1,15223.454539395489,1470466.6505612188,2018-08-13,0,0,0,0,6,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,1,22,36,-0.16999996,-10.0,-12.934,3,-1.0,0.0,16,88715338,88785220,PIEZO1
