studyLocusId,studyId,absEstimatedBeta,year,nSamples
b9c1367a859e0c133ef648ebf3ee09c3,GCST90435704,0.08095396018850613,2018,407701
0bc0e4c8ccfec0d6bbfa92268f364157,GCST90480520,0.04587385752070952,2024,579725
9b0ec6cb69e94e25959a77fbde82b25c,GCST90432063,0.035808901146431454,2024,923205
d5035e11bd16dbcb31eff06970d880e7,GCST90292538,0.045589934519106035,2023,398668
d598f44b2f7bda84a3383bb182af80dd,GCST90475702,0.30047953083798146,2024,437580
9ef789f6f51b7c03b59e66054b725d93,FINNGEN_R12_G6_CARPTU,0.05401305378328932,2024,466552
c06078ef4620815acde22192e3bd1f02,FINNGEN_R12_O15_EXIST_HYPERT_COMPLIC,0.16691567213313585,2024,262487
5c2cb8f95d253ec7cfb58eca4b913866,GCST90132906,0.04993660998835909,2022,595246
1442c1c2ddbc7ed3f96a2c803c8f0cbd,GCST90104786,0.06286146812808385,2022,1239680
2368b794b6f08a71f4aad56b8a9e20aa,GCST90269793,0.12159067102811413,2023,204071
a1daff0f4fe0369689bb169e2ba060a2,GCST90492734,0.027952852855115732,2024,2535601
cca56f1cfbe52c916e251c2f684a8a64,GCST90043616,0.3872651044011525,2021,207036
b0f6d8e9d9261ad0ba9c42bf447ef552,GCST90483502,0.07745999404872725,2025,631401
8cf0eb6d8ab8dcbb01c46f8d1774d91a,FINNGEN_R12_KRA_PSY_ANYMENTAL,0.024919665155557574,2024,500348
e9fbd67f95de4a8e86a6efd3fb3e453b,GCST90013534,0.1267101188671086,2020,311292
2d1b11637e1730aa8f075d532a432cbb,GCST005194,0.09870026760222744,2017,296525
cedb49c85fc8770ff07933f725843596,FINNGEN_R12_M13_SPINSTENOSIS,0.07018663563681278,2024,379314
dabfcbc49ee698a32208c838c9196e35,GCST90479543,0.06508662299308264,2024,404034
f3fe9d33aac577d2e48cd6eb70717945,GCST90134620,1.5029940640400168,2022,1402
93118a7acac5ded2e1c685e055c66063,GCST90399746,0.4266364189833197,2022,454926
139fc732acf90e91d089ad6601b907d6,FINNGEN_R12_I9_VARICVE,0.0493344116372176,2024,470690
c29a70ca3428c14b5ed74e83008ad2fb,FINNGEN_R12_K11_HERING,0.04740228605267429,2024,469732
757cab37910ef227e76a0bbb175f1b39,GCST90492734,0.01580163878377809,2024,2535601
e89c0386f35cd3af14c642b4615dc9e9,GCST90480338,0.3012470536408552,2024,612722
c7dd4ce4a4cd4eb5f82ebe26c56a2db3,FINNGEN_R12_M13_ARTHROPATHIES,0.03184627138205091,2024,500348
047eb24e21cba273144c971b45df580a,GCST90475830,0.13472240203896912,2024,448956
c1d343044a4951393e9bfec887d60302,GCST90275127,0.04513860553187144,2023,611485
367481460557025fcf4c71ce5b1945c8,GCST90435268,0.09433157611218627,2024,839703
5f8f47b475c1b0dcd7698d18497b92c7,GCST90479695,0.03567531153861512,2024,404034
fddcdea65b0fc75b3370268843fbe213,GCST90475657,0.0785096254480808,2024,115705
2e5bd4e5290aadb513d3475e8d5a0581,GCST90432149,0.07245965812871918,2023,329707
a0aa4a5ba26a95eb61cf840df7c23356,FINNGEN_R12_I9_PHLETHROMBDVTLOW,0.18835074079031255,2024,440357
6fcf60a499e576f2696e363ff839b1a0,GCST90044346,0.03974819721306575,2021,454565
5a0e53cc8d6f598953874e0963dc8c07,GCST90475864,0.15453518153605592,2024,447038
0872b5c75da6544bff6a55fd35d67d2d,GCST90476202,0.04469925382269853,2024,397744
17af17a46cfd34b4f7cb81e58e7e3220,GCST011096,0.17544942237729513,2021,25268
995a65a731eb676b9e2049e385fd2f2c,GCST90503210,0.03157638102603412,2025,589624
692e90dd151f32df27cfb8d4f723e477,GCST000959,0.22738584504073117,2011,17352
dcfea42861ce4684ade650a433c12e55,GCST90451757,0.07623361773408512,2024,891375
387706d7946807803dfc8fbde039c5c2,FINNGEN_R12_KRA_PSY_ANYMENTAL,0.029204294570390154,2024,500348
89f5a5f921aa84c91a49c4065cd9af79,GCST90480137,0.06803897405771231,2024,628352
d2763e1dfcafe01dbbf5ad5aec273da6,FINNGEN_R12_I9_CORATHER,0.04238541648841042,2024,479478
8f013a124e1710612d77bf0f94d81153,GCST90446792,0.07129416149860127,2023,367592
1bf3e618eae90fb88efb5284f5a75aa6,FINNGEN_R12_C3_COLON_EXALLC,0.16138566021257614,2024,386447
51f68431b4808cbdbe56a386b19dc31a,GCST90093109,0.113032597951569,2022,50533
b8d5eae181c239d9ef73e5bb0436bd7a,GCST90451691,0.12412096812973236,2024,1266780
9a518307f4d8ee04bacaace950934922,GCST90566802,0.04601088070738667,2025,1031046
b7e9639324a6b934a3f6030d1b014b3f,GCST90565134,0.050620737387387704,2025,472819
0be25c2de1af2791c69fc8f2913d0d80,GCST90292538,0.06735911868797867,2023,398668
b615cb03aac69fa79fb18f6e40ee2e86,GCST90492734,0.018272205001092053,2024,2535601
3b4e6d3f18ec359b4ef6fe0db1f0cc4e,GCST90043616,0.06777186837023158,2021,207036
8998f6c8d609554eff5c4ffe1d852c96,GCST90274714,0.03637761711872338,2023,726828
7f55f0a142394460836ee776cb1a4822,FINNGEN_R12_CD2_LYMPHOID_LEUKAEMIA_EXALLC,0.19065314532677574,2024,380694
07dd7d6f3e56a546fb8838625e092c8b,FINNGEN_R12_C3_BREAST_ERPLUS_EXALLC,0.08785756018500729,2024,236245
d2e2c60a7dc7da395ff07f8054ef0d48,GCST005581,0.33952742841045175,2012,11375
65cad1a6e3b133990eef5344a3f2be55,GCST90399725,0.12913140778790824,2022,1172905
92569a7ef478559841dbb184a086a1e2,GCST007847,0.06403847272549108,2019,191764
d7d257c0ad3cad23e84c7cac56ede724,GCST90480339,0.4397447401431053,2024,629612
da6c59c5050481c86a90a03e077dba6f,GCST90319327,0.015728987159513964,2023,1349887
6a2af554b1763f24bef596f404002787,GCST90044351,0.027994060329419947,2021,455303
b2ec1a2356b3d4d6e212f017ffa0e242,GCST90134330,0.04646844987053374,2022,371591
62d494d3bbc49343e6607d8e46f5479a,FINNGEN_R12_CD2_BENIGN_ENDOCRINE_OTH,0.32804103906227405,2024,500348
2ef2637a5a5f2bbf9e123282c5b11fec,GCST90483500,0.1178297005379814,2025,444734
abf2b734726e76ab1ebfe6a30267877b,GCST90018895,0.06187128360943075,2021,601193
b5029b663cb4493e5f1f837d59f4d056,GCST90432140,0.08177318943463376,2023,329707
c80e790a94775f35f2b8ead27393b333,GCST90319878,0.3994725206715968,2024,1800312
9f54d6e46ed651727df1046e40f70ee0,GCST90027051,0.05912960664088134,2021,274830
9b8984fc17a12be3b4dd3a1b927de9ed,GCST90480123,0.057416610122810866,2024,607574
736a909cab88d11d86479bd78d72c823,FINNGEN_R12_M13_HAMMERTOE,0.18435557561179255,2024,322571
479f9f0d45080a2a3b6eb03083897add,GCST90503108,0.05103437408689642,2025,658426
795ccb8256d3b38127696d4baee5bfff,GCST90435199,0.12662016800474604,2024,72631
12123de1b1c6eca23388a6c76499656c,GCST90274714,0.02379850437021965,2023,726828
fb75ddc655bdc70e2b21156175e31df0,GCST90104005,0.1925707883791889,2021,349222
8252808f60c35e645918ce2108a7a5fe,FINNGEN_R12_I9_CABG,0.15474438521418543,2024,429852
e121722bdddb8929126436cd975a77ca,FINNGEN_R12_KELA_DIAB_INSUL_EXMORE,0.03934136446896329,2024,481036
ad7e1f3122f4bbba03884a7a58b718f0,FINNGEN_R12_I9_HYPTENSESS,0.041907808971531235,2024,478149
5c111e0bf2e5520dab877da02041257f,FINNGEN_R12_E4_HYTHY_AI_STRICT,0.040887875452156615,2024,417391
f1556a84aa308f1c22a0fda22bf436d5,GCST90479892,0.025573930191251926,2024,611168
ccdc41b35d45474e1cef11f875244014,GCST90079962,0.20400349358247605,2021,374207
8685fd5ff69d04ac36489e3992a23ecf,GCST90014033,0.024847203339937163,2021,944133
3c479ddbf1dafbb3306c19cfc9c61d81,FINNGEN_R12_I9_ATHSCLE,0.09965106540478827,2024,482913
cce019bb53b74cb58904224538ddef48,GCST90019016,0.14457864714595045,2021,44161
335ddede99335838299e99650693bd51,GCST90436331,0.053195077840921985,2018,388743
54ec669b79c8d4d61ff86bfc9b68778a,GCST90399704,0.06630129239881243,2022,541131
e5413e2c7c726ba7188da8465e31094e,FINNGEN_R12_H7_CATARACTOTHER,0.053191125036675495,2024,435089
b3d003968c78002b2917a14daf668cdf,GCST011769,0.045129366206210775,2020,177741
087c9565c3a29d65b7bc2196a290e587,GCST011320,0.02815541789529798,2020,801622
c3a25827121e101171258ac7361f096a,FINNGEN_R12_CARDIAC_ARRHYTM,0.02532669652475633,2024,381142
190a6716084097c44a368bc35b0b8f55,FINNGEN_R12_I9_IHD,0.08887948555908423,2024,500348
e5092e2fe1ea016d6e9ad6d036d33a2a,GCST90162544,0.10728059058641665,2022,1241207
b83cc803fc448143d890b24223af2dea,GCST90399702,0.1380542089314346,2022,1485233
7b200440acce925415e5d862cbfaca7d,GCST90480368,0.2061646903306005,2024,631243
a543bf35cfb21d6185969f025539f5ad,GCST90274865,0.02610376373030107,2023,916696
67d522712962573d2194a491a2484b16,GCST90480043,0.06653583040646263,2024,619423
bf6db0156225478459df473769316661,GCST90432182,0.09765587128906762,2023,29849
f72027dc68e67f54b8ea882a6d3882a9,GCST90239723,0.057941879392696044,2022,513120
b55853c39caf7d9b3122a60a374ea6ad,GCST90044346,0.038810094769076015,2021,454565
cbbe5850b83261d053535ee1794c7748,FINNGEN_R12_I9_VARICVE,0.04388697175041141,2024,470690
91e64354fcf19b579e009626b423ee52,GCST90027051,0.05493932961407581,2021,274830
eecbe35eabd2e36df9ddf6923c66ce11,GCST90480317,0.2587893132008248,2024,631433
852c990ee1c0c6c38d2ea5cdb52174f5,FINNGEN_R12_C3_SKIN_EXALLC,0.0792147369200953,2024,412926
297b2ac161163ad55e73af6caaf4de89,GCST90264170,0.0835208177403554,2022,661143
6ddbd40582957a35464b96c4f4ced1e0,FINNGEN_R12_ASTHMA_CHILD_EXMORE,0.14488301665823922,2024,268241
b738f74933ea940df047c29b442e515f,GCST90041830,0.11120271575915043,2021,456348
96ecdc8fbb628aa5144ba43776aae615,FINNGEN_R12_FG_OTHHEART,0.032600945254888665,2024,358879
2c09b0a1771841f936256f40efcb1b77,GCST90480180,0.027929800100156568,2024,557567
d91119a4b50ad74a051d9b651b14471c,GCST90435151,0.10798590045610268,2024,412090
e608ae331935d6b9a1e25324768d19d1,FINNGEN_R12_K11_IBD_STRICT,0.08755680952393825,2024,500348
883b9a762048a17e82de1ea070ba1cfc,GCST90479931,0.038893678162134,2024,623613
072b0fc1233dfb9d5fe552441f767b52,GCST90461957,0.031534569188424316,2025,709132
2ffe18420e8479dd7cba4871ab8a9bef,GCST90204167,0.034433460967332505,2022,494577
1eec332042289f07d4e5027b3a030250,GCST90204201,0.022604153594888883,2023,2339188
f126875c6a550b962a926f6517f7eb79,GCST90129448,0.03340098067082181,2023,413319
9a0ce2b74ec94ce2daf1b0d29f6fdb47,GCST012338,0.12200835264118144,2021,71473
37d08e12e028cbde84b497ef185122bd,GCST90308590,0.03682109813825227,2023,2525730
b1cfa1318e421591ddb74b9f21e3ab96,GCST90301252,0.1311695815433453,2024,58343
3e13e126db3e3125a9fe259353a4eeab,GCST90432152,0.09547399177171059,2023,1125328
cea19e8ee300bd9c5e92ccf4a7786381,GCST90296698,0.0750240363399737,2024,177979
111122b6eba4185bfc2326050048e1ed,GCST90131901,0.012722010391786467,2022,2365010
60dd70c7335f012323af3c6a5b2603b2,GCST90475754,0.13535910795070177,2024,112591
a89acbded807d316ef6e1d76b543c8f0,GCST90480170,0.047403637586034386,2024,622007
a866321832203066865f4cb6633eb30d,GCST90475835,0.08781118650539298,2024,436760
28404bdf79d085b3104d71d8ba3009ac,GCST90479951,0.057430291263115815,2024,611383
adece096a88f3e5775401d7232681ddd,GCST002748,0.1707046986686046,2015,13491
963156ebe5bd1f4c83aae946ebb0bacd,GCST009717,0.04737312983300535,2019,323807
3272ad873052bf7d94ed8f3255b8395e,FINNGEN_R12_C3_GBM_ASTROCYTOMA_EXALLC,0.46758597582543404,2024,379293
d761c7613c5151533c43d14a4589dc70,GCST90566802,0.040511713509700675,2025,1031046
5864d65f848e7cb888bf2c09032488f4,FINNGEN_R12_T2D_WIDE,0.06633921179743461,2024,460679
c5ab6c7cdf4a1b8d977620b530ab0520,GCST90435755,0.08182600619642919,2018,406276
c5cb3b25f19b1dc6e6629a1dfb5bf8a1,GCST001298,0.2423567082736855,2011,7419
a4f65e6eb35d2407cbf6e6cbe69311f4,GCST004288,0.2896919384728508,2017,3560
efd2c9e6f19ed5c19f01a6c383d692a8,FINNGEN_R12_I9_MI_STRICT,0.05117056987078865,2024,447837
403669272017751ead1ecb1ac5c9c730,GCST010555,0.03814508106907051,2020,1114458
fa49d113905c23d6c1061692da5a4b4f,GCST90204201,0.02360581186654387,2023,2339188
23118e37ced357d25410fc13fcb46be6,FINNGEN_R12_CD2_BENIGN_LEIOMYOMA_UTERI,0.05146396021407926,2024,282064
0c68e8d86f832ec3858b3e6de8503640,GCST90479841,0.10353670534972909,2024,608502
550a9a1bd8fdbc6612043740b070a308,GCST90435753,0.080799910814574,2018,408961
5cf01f71fc3e967f5170ff4d8260b131,FINNGEN_R12_T2D_WIDE,0.1461011809479234,2024,460679
690d3187537fd28f8b982269a9650f36,GCST000998,0.11076172827297724,2011,86995
88dc94d10a962397accc65bfd555d544,GCST90475590,0.09890492072059145,2024,103424
bd692342f8342f91cb86f968bb991b03,GCST011049,0.07383471879058923,2021,234253
05b2af017085c142c62324507894308b,GCST90432152,0.05847036794634073,2023,1125328
7326068924671393ac0678d7b29ed260,FINNGEN_R12_I9_DISVEINLYMPH,0.06697319461507123,2024,500348
ff947a9235b0ffb2bdcf77b99d0f70f1,GCST004950,0.09710867584448242,2015,33832
2b3e4c35e1fb61f3d1d9c6980e597d8e,FINNGEN_R12_E4_HYTHY_AI_STRICT,0.0871284137709211,2024,417391
e667553e40c26c038e9d824820731426,FINNGEN_R12_PAIN,0.03128895945862418,2024,499362
70573b5fe4900482915ef5f04cd77d4f,GCST90275047,0.6095252845751682,2023,13710
d357e471332c4a0dec1cdc2af1d7b860,GCST90328134,0.05570184620457719,2024,812765
de48013e80882268449bf5278d3cdf8d,FINNGEN_R12_KELA_DIAB_INSUL_EXMORE,0.027250972090877144,2024,481036
f54406c2869af47a0fbae9a9317685f8,FINNGEN_R12_K11_UMBHER,0.10865342290939438,2024,438600
b932466fef01cd82746facec4b41c92e,FINNGEN_R12_G6_NERPLEX,0.03709211576723268,2024,500348
ec2e1cbbdcc1eae80246c232074bc52f,GCST90274865,0.06074786531402895,2023,916696
20b14d5c9428add539ee957a8aed5532,GCST004902,0.07713507542009865,2017,417508
40312fa59ce5b7d199c65818b7747ad6,GCST90566800,0.024384391089912676,2025,1316500
a1fa74b3b4aec0ce4d16388017784a1f,GCST001159,0.38574206936756733,2011,2448
8ba711195a000caa95742d84a1537d47,FINNGEN_R12_H7_GLAUCOMA_POAG,0.08579312376470039,2024,484589
7c6063057b0e931fe98d722e21a07b75,GCST90018852,0.0989154778192681,2021,662330
0a09c0341b7d5fbe982b2ea6d79a47d7,GCST90137412,0.11713746684831763,2022,294294
0e06af400fea8c3ae284f8740b4f2d1f,GCST90480287,0.26402578885610667,2024,572421
508d7500ac93ffd511aed3586b77e15e,GCST90010715,0.19880673409517838,2020,12501
ac91d6f1a8a19a1111396edb015b74b1,GCST000530,0.3173265838290567,2009,3509
b5f2ab49c110219c7dd20136900e5d68,GCST90461958,0.15427512333837048,2025,434152
3724bb28128f16f24a15a0c5dfa7c328,FINNGEN_R12_H7_BLEPHAROCHALASIS,0.09403637047764077,2024,466100
d41bf1dc8a6753066b41fc22f311f8e7,GCST90451698,0.04341027187845432,2023,2063820
1fa11ae27d4255b9aa56228e4ab8e476,GCST007443,0.14050229278934911,2019,719047
4e8c6e79e2695a30edda62bff240426a,GCST90016665,0.07951518582751882,2022,63702
b12ff663ecca0a295694ccfe61f15db9,GCST90399727,0.16986346210329517,2022,582981
eb1d2ad1ba6a54d2360d860258dc9244,FINNGEN_R12_KRA_PSY_DEMENTIA_EXMORE,0.6519246183657095,2024,383461
92718977d24b70e3956d447b6894a16a,GCST009325,0.07341920333713214,2019,482730
7b1407d12479b0bbaa65634b68bac319,FINNGEN_R12_I9_IHD,0.033892381830290724,2024,500348
aecc891a190217005fe512efc521592f,GCST90275127,0.04117020283286999,2023,611485
f1f2645c5ad7a7f3a3d82b765a90cbfb,GCST009960,0.1319147472300275,2019,65616
963d6c36e71571e91abe40173e39683f,GCST011438,0.11036431675094528,2021,159579
a3c98a02c9a404336eace8c9e4951d31,GCST003986,0.08690903884127972,2016,283985
9e9b4821e6db4cdccaa4b217b0d3f8c3,GCST90043954,0.49435604406239825,2021,456348
68d3c80a8600ae78b5609bb3e4214f06,GCST002073,0.2098946451246929,2013,8400
03025ca19f7d1a2ea8244bbdd03a20f9,FINNGEN_R12_FG_OTHHEART,0.05447400330926645,2024,358879
aba11c0f4afe4385e561558ada788102,FINNGEN_R12_I9_CVD_HARD,0.127496119880434,2024,500348
a15f9132a659b93c1fb2a067a5f8b364,GCST008836,0.11493382616013217,2019,42936
aeb5141490b2bbb9ea19e8e5cdd87fe7,GCST90044351,0.03972897896359518,2021,455303
9759c3c3472b6d60318acd2136b257dd,GCST012201,0.14298607795818472,2020,42936
a3dabbb266a468eed7f8d35af0f97cf8,GCST90446792,0.061076248077388554,2023,367592
b0f5318ec5fd96f0d178036c40bacc07,FINNGEN_R12_H7_GLAUCOMA_POAG,0.08918725144653786,2024,484589
12ff8a6fbdfc640bc0ee2af34754c568,GCST010936,0.19724965991065274,2020,1170871
a07ca0759f74936ebbad15abf4ee8934,GCST90255370,0.1625185658673384,2023,1109421
520e7e41549aa976189577ff03f47180,GCST90018926,0.029982456923471904,2021,667504
022202cbaa53c90bfce2c987d4549764,GCST006061,0.09095783908561239,2018,588190
68ad0f710e24bdc75080e2343285b47c,GCST90480056,0.035461020194578675,2024,583224
c7d2fd8063dfee28c941b8f688d4e2c0,FINNGEN_R12_J10_PLEURPLAGUE,0.27896944329554846,2024,483344
963ec9a5b8c20ae10f2475f8c4065a6c,GCST011049,0.03662299831841994,2021,234253
7c9d1a4f9e886777dec896494376598e,GCST90014033,0.021770866668306858,2021,944133
b95e634f3d89cad1ba03912b186a0af4,GCST90274713,0.04156355914797261,2023,944762
af6e1c143fb71daf18398197a25738d0,FINNGEN_R12_PRIM_KNEEARTHROSIS,0.059691906639401715,2024,462574
b3cd373b5d6919194445d617c3d2568c,GCST90479811,0.07039866052058995,2024,627011
c455a41715773ed0c5c6d54d498860f4,GCST006414,0.057897736891769094,2018,1030836
cec96627e3ca18601e7c0d97f558257e,FINNGEN_R12_GEST_DIABETES,0.1064740045599052,2024,282064
de004cf912f5dd8c2b118e7aba0f025f,GCST90479944,0.05927901985736301,2024,595013
761cda92cb9c97acd78abe6686c4f52a,FINNGEN_R12_C3_BREAST_EXALLC,0.050090327424951175,2024,246348
cf1e70104b82afa6ad9784615fa81df8,GCST90044351,0.0391949081453423,2021,455303
492a57b33a5ac5e3df67716d668b4706,FINNGEN_R12_I9_CABG,0.08436343911088932,2024,429852
7b42cfddf956837bfc0256a235a3ad17,GCST90559230,0.029890701802916347,2025,1650345
24e093ec5b67b65fc603bc02af14ab2c,FINNGEN_R12_H7_STRABOTH,0.08127709134515697,2024,486821
cee9dcece7f73b7cb46c59949e356c4c,GCST90104005,0.24866113752453117,2021,349222
bc65ab8ef03e9c454e60617646eab8e2,GCST90492734,0.2832643120376895,2024,2535601
a9639a3ce405aac16c980a53681fc71d,GCST90492734,0.016295992465724694,2024,2535601
d3557a87b8c7e2e2d565b894d0f51e05,GCST008115,0.08303493677391519,2019,46237
608ba690063ee03e00ae5ad5a815062c,GCST90043977,0.16964221824581915,2021,456348
eb5d0d720960e76b8669f816ad0cf84a,GCST90245779,0.05563712788407949,2023,236801
1bf5a8a4886301bffdfa45b977f9b385,FINNGEN_R12_M13_SHOULDER,0.04925000922854014,2024,404860
56d499b478edcf96db358472e8113adc,GCST90244755,0.09420243540757152,2023,716517
210c8e94f0171730203e4c9d99047207,GCST006462,0.2526917026417726,2018,539925
3690eede0e426848e353468c6924e4a7,GCST90245780,0.07451191443227642,2023,195860
6a723c6257f86521ef2c93983cd75d5c,GCST90492734,0.018089264716494392,2024,2535601
fcbfdffd28249befb89345c3cd21b54d,GCST90043627,0.07586883523076769,2021,455017
0854f12247907616e6bf5761afcdaa25,GCST90275047,0.4720912016280368,2023,13710
094cd3a7d229b116b6a6cfc60301f1aa,GCST012465,0.05626904395013377,2021,413466
1a412a4508a71b615c921227b257b27e,GCST90492734,0.016849764860925688,2024,2535601
9784607102a1e53f0a2deef5610d9cab,FINNGEN_R12_C3_CANCER_EXALLC,0.03837762248874796,2024,500244
e7dfcf1f91a9e25559d63d3731e45eb4,GCST90302887,0.08286189404083444,2023,336074
6d51c4244aa4bb67da0f89bb6a5cfb1c,GCST90018926,0.058927704612674055,2021,667504
ba6ad7935b5fe808de197f685fd2d2d8,GCST000507,0.4030700905301479,2009,2252
f833dfed3997a01dfe8d90cc8fe3cbe5,GCST90475844,0.047518502450816215,2024,422954
5522117652274bbdf3409c695c9c9805,GCST90446535,0.0477559230493369,2023,459138
8a26cd6109cb5e652496e0059a7ce50f,GCST004051,2.130458189837002,2017,6028
9afa0fb2bb04be47038eadf1c75faf63,GCST90479934,0.03934908782628259,2024,620935
a1da72ee1908756379cce690a4325e8c,GCST90483502,0.08037963767744108,2025,631401
628bf6268f8287c549b9197d9706aeba,GCST012093,0.10414024586161218,2021,53293
a1c7aa259e22a00838a7fa6b7b30732d,GCST009841,0.08128449106117099,2019,406621
4f4cbdaefe9e93fe39bd42138ea3feb6,GCST90480182,0.06650029018916465,2024,622787
7ac7a2eda49dc1291b8fa487c03ba268,GCST001144,0.4294035184027291,2011,3692
0419dfe789254d0b9e1c1c9eed3e7594,GCST90480768,0.030199575696620802,2024,605400
8bb62313fac5602cfe36f48fe36c3c1a,GCST90475904,0.20532612380928053,2024,439961
4e7d2a2d6ddfb7785e3e6994e9d9c988,GCST90038687,0.10492414194460797,2021,484598
85ffe5c4cf32443b73199644a107a616,GCST90480076,0.03461295933414181,2024,560675
939517b33df7ad37a1b0ba7e6d377127,GCST90476524,0.2864897241054965,2024,58946
c5f942993db42651a10c61aa52a1a874,GCST90018796,0.3461056491052965,2021,589441
78a943c9b27a34f0d1ff261f2fab5123,FINNGEN_R12_H7_GLAUCOMA,0.06984234777679148,2024,500348
a4d2036a48d043d66ccc1ebf36dcaeca,GCST90011804,0.08944268080621424,2020,428231
b1626713668c960749e3685b6b86895c,GCST90399695,0.0310573222121373,2022,1392366
ab66a3730dbc823362fee30f6a5c2199,GCST002842,0.2014524827222771,2015,270930
2ad481192e753779dec035cb5df915dd,GCST90479934,0.05182611594693672,2024,620935
dc53d2d073f0f071479e9af9caf65c3e,GCST90274714,0.028095185736612693,2023,726828
794cb29b9adaf5d021e3397e1585e994,FINNGEN_R12_F5_DEPRESSION_DYSTHYMIA,0.044919909243199774,2024,326981
94b2b1b4bc37a5b9093769ef2f517968,GCST006414,0.04916493129360243,2018,1030836
72aefe1d81c267b8d0b4db83e5ebb038,GCST001100,0.20364179222389406,2011,6728
bebff86f2fb780d159e70827265bad48,FINNGEN_R12_I9_DISVEINLYMPH,0.061950774433848915,2024,500348
6d19d3ab23d7eb4575c48d57a79ccbc9,GCST002737,0.4498711204634776,2015,5946
deadc94cf514da3fdaf77f212da6c217,GCST90503210,0.04276563621247776,2025,589624
b6f984ce308fe0aa3d88c2b76bf29e69,GCST90295916,0.7760489067218963,2024,2574
fb13b9aaafd54bed8d140b93b2778c61,GCST90134288,0.03890230996314388,2022,413170
0084f0b48c7be72130254e30d78d7e79,GCST010555,0.023625863724639044,2020,1114458
b019fe75b51b088838b09c72216af801,GCST001198,0.16030417855629775,2011,26621
8be8dfee1d13a3bbe029b6bf35dd32ac,GCST001499,0.13805002661646515,2012,59133
37dbaf35601fe02620e376c6ea3320d2,FINNGEN_R12_L12_ATOPIC,0.2182701146048261,2024,464119
ca0cd507695ed38e9bc382a1e30bcbb8,GCST006867,0.037399769984871246,2018,659316
8f10e90eb40ff47fbd0949d85f6709c1,GCST90436633,0.11544713771335172,2018,408131
267788930c5ec6a7beeeb5caf87cfaaf,FINNGEN_R12_I9_VARICVE,0.06002485351953565,2024,470690
d046ab9603233df4fb96e7a9f77c848f,FINNGEN_R12_H8_MIDDLEMASTOID,0.0756600082005598,2024,500348
91593e3e4e11120b414dd07b84271b6b,GCST90103483,0.06760649485422741,2022,981812
46746525123d8fdfad4232ce3ef648f6,GCST90503109,0.06301398628799809,2025,451435
5fc8a0c9686e44fd574e4753c40b8d26,FINNGEN_R12_KELA_DIAB_INSUL_EXMORE,0.043912678771585764,2024,481036
525de1d458754b043eea3deda5973059,GCST90044340,0.05668929154148121,2021,454565
439a1cf0bf67eb472b4433e415b1b2fa,FINNGEN_R12_CD2_BENIGN_LEIOMYOMA_UTERI,0.04612001868111128,2024,282064
7bee4eed11122b6a6241ea46d159d27d,GCST90480467,0.08496973577128407,2024,568647
0c04f24a3ba8815ff5dea35ecff63fef,GCST90134620,0.8548620413574416,2022,1402
075f3d2b12a0e537a3f545bd75d84486,GCST010866,0.037314241395080654,2020,649058
927951ba1188608bc328301533a687ea,GCST90044364,0.10544791633535756,2021,455449
bb9222ae3d08fbe57fa45f5532dcf7e6,GCST007044,0.2981038966404678,2018,87740
282393c23ee62b0c50fc295daab435fa,FINNGEN_R12_L12_ACTINKERA,0.09281869191046689,2024,498569
2a21d3d6c88dd708c15fab3eeb8297f7,FINNGEN_R12_M13_ARTHROSIS_KNEE_PRIM_KNEESURG,0.06610944818255458,2024,472024
489f1aed7cdb50e80fab26f55e546917,GCST010557,0.059098760703051326,2020,1407282
629a59ba1559b0582df4868680b31b6d,GCST90239856,0.23111669426189022,2023,367903
3534dedfc7555d242ef9209f842db51c,FINNGEN_R12_K11_UMBHER,0.07459579868839622,2024,438600
98f937dfe8cd5303a80c2e931cc51a5e,GCST90475953,0.08328590335365732,2024,439351
31dc885c27518553a750db31e79e7871,GCST90269956,1.2996913884197343,2023,98181
325c9df36ec87a28e5158046ce57a4d2,FINNGEN_R12_AB1_BACTINF_NOS,0.19674892100681937,2024,464554
dfdee4b2a33fe1867ed30739df243dd8,FINNGEN_R12_I9_VARICVE,0.054521444104254586,2024,470690
41312e505bb78492e1bc03d7ceb2e76a,GCST007090,0.06139333209259048,2019,403124
338ff830b124f3baffeb3adcfc76c595,GCST90435594,0.2526993092813047,2018,408823
ce2ae9d4f9a6d8787e6abdc008f5f5fc,GCST009719,0.07568241654828459,2019,258688
ac721287f1158329e5e324460814ca4f,GCST90492732,0.553216653021829,2024,78859
33555d54811b79dea683fbc3efb38652,GCST90476010,0.2656019511714833,2024,444030
b141dc62979346f6ab612e9a748eb68f,GCST002149,0.09512653795159955,2013,32143
0e1c2d2349623da710904a87fb9c71fc,FINNGEN_R12_I9_PHLETHROM,0.18644509623247565,2024,441973
c8bbc788beccd47104d8a80ae6ba705f,FINNGEN_R12_H7_CATARACTSENILE,0.13039467413667483,2024,493421
f297981159dfd2aa92022b2ceee25afd,GCST90479645,0.08254941626857436,2024,404034
3826e8e40f93fa365e42c315bb580b99,GCST90399470,0.3160179680973945,2024,1478037
fc69229cfe041446a7c234efdabcfc78,GCST90476260,0.06370094894408229,2024,442709
3ce08ad057ed913f4115006908bfed3d,FINNGEN_R12_E4_THYROID,0.0719141874099678,2024,500348
308dbb865b80bbfc53e7bc1b32804035,GCST90018915,0.048767971230796056,2021,508073
