HGNC_ID	MGI_ID	IMPC_adult_viability	IMPC_embryo_viability	Avana_mean	Avana_mean_045	IMPC_Viability	adHOM_top_level_mp_name	adHEMI_top_level_mp_name	Viable_Phenotypes_updated	FUSIL_outliers	FUSIL
HGNC:16840	MGI:1929648	Lethal	InsuffData/NoData	-0.480447725	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:1685	MGI:88340	Viable	InsuffData/NoData	-0.245531947	Non-essential	Viable	integument phenotype|behavior/neurological phenotype|nervous system phenotype|hematopoietic system phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:16850	MGI:109345	Lethal	Lethal_E9.5	-0.641079535	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:16855	MGI:1924817	Viable	InsuffData/NoData	-0.000796917	Non-essential	Viable	limbs/digits/tail phenotype|immune system phenotype|hearing/vestibular/ear phenotype|skeleton phenotype|behavior/neurological phenotype|homeostasis/metabolism phenotype|hematopoietic system phenotype|growth/size/body region phenotype	-	Viable_phenotype	VP	VP
HGNC:16859	MGI:1917979	Viable	InsuffData/NoData	-0.443147609	Non-essential	Viable	cardiovascular system phenotype|renal/urinary system phenotype|vision/eye phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:16862	MGI:2444365	Viable	InsuffData/NoData	0.071767257	Non-essential	Viable	reproductive system phenotype|endocrine/exocrine gland phenotype|nervous system phenotype	-	Viable_phenotype	VP	VP
HGNC:16863	MGI:1917580	Lethal	Viable_E18.5	-0.744138868	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:16870	MGI:106924	Viable	InsuffData/NoData	-0.066489724	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:16877	MGI:2442230	Lethal	InsuffData/NoData	-0.524762796	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:16879	MGI:1929645	Viable	InsuffData/NoData	-0.226896023	Non-essential	Viable	cardiovascular system phenotype|reproductive system phenotype	-	Viable_phenotype	VP	VP
HGNC:16889	MGI:1913284	Lethal	InsuffData/NoData	-1.4781559	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:16890	MGI:1916524	Viable	InsuffData/NoData	0.233430941	Non-essential	Viable	homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:16891	MGI:2443397	Subviable	Viable_E18.5	-0.076088942	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:16892	MGI:1934368	Viable	InsuffData/NoData	-0.018228563	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:16894	MGI:1915544	Viable	InsuffData/NoData	-0.007414886	Non-essential	Viable	hematopoietic system phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:16897	MGI:1095401	Viable	InsuffData/NoData	-0.098149548	Non-essential	Viable	homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:1690	MGI:1334419	Viable	InsuffData/NoData	-0.109116287	Non-essential	Viable	integument phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:16913	MGI:1915756	Subviable	InsuffData/NoData	-0.115496603	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:16920	MGI:1344418	Viable	InsuffData/NoData	0.061067951	Non-essential	Viable	reproductive system phenotype|homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:16922	MGI:2653690	Subviable	InsuffData/NoData	-0.12739235	Non-essential	Subviable	limbs/digits/tail phenotype|vision/eye phenotype|mortality/aging|skeleton phenotype|behavior/neurological phenotype|homeostasis/metabolism phenotype|hematopoietic system phenotype|craniofacial phenotype	-	-	SV	SV
HGNC:16924	MGI:2684416	Viable	InsuffData/NoData	0.117016054	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:16925	MGI:1916960	Viable	InsuffData/NoData	-0.037560259	Non-essential	Viable	growth/size/body region phenotype|skeleton phenotype|limbs/digits/tail phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:16932	MGI:1921353	Viable	InsuffData/NoData	1.80E-05	Non-essential	Viable	reproductive system phenotype|homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:16938	MGI:2443016	Viable	InsuffData/NoData	-0.064275101	Non-essential	Viable	behavior/neurological phenotype|immune system phenotype|nervous system phenotype	-	Viable_phenotype	VP	VP
HGNC:16939	MGI:2385598	Lethal	InsuffData/NoData	-1.001958387	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:16947	MGI:2387613	Viable	InsuffData/NoData	-0.094414463	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:1695	MGI:88344	Viable	InsuffData/NoData	-0.139155327	Non-essential	Viable	vision/eye phenotype	-	Viable_phenotype	VP	VP
HGNC:16950	MGI:1917777	Subviable	Viable_E18.5	-0.326840663	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:16952	MGI:1889549	Viable	InsuffData/NoData	0.141108571	Non-essential	Viable	hematopoietic system phenotype|homeostasis/metabolism phenotype|adipose tissue phenotype|skeleton phenotype	-	Viable_phenotype	VP	VP
HGNC:16953	MGI:1926321	Viable	InsuffData/NoData	0.030966492	Non-essential	Viable	skeleton phenotype|growth/size/body region phenotype|adipose tissue phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:16955	MGI:1926176	Viable	InsuffData/NoData	0.075312049	Non-essential	Viable	reproductive system phenotype	-	Viable_phenotype	VP	VP
HGNC:16956	MGI:1098224	Viable	InsuffData/NoData	0.106473582	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:16962	MGI:1915817	Viable	InsuffData/NoData	0.127765845	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:16964	MGI:1343154	Lethal	InsuffData/NoData	-0.942199433	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:16966	MGI:1913755	Subviable	InsuffData/NoData	0.027222597	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:16971	MGI:1100860	Lethal	InsuffData/NoData	0.064268616	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:16977	MGI:1344360	Viable	InsuffData/NoData	0.016123958	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:16987	MGI:1915205	no_adult_VIA_data	Lethal_E9.5	-0.543448288	Essential	Lethal	-	-	-	CL	CL
HGNC:16991	MGI:2444926	Subviable	Viable_E18.5	0.091746266	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:16992	MGI:1922368	Viable	InsuffData/NoData	-0.071413497	Non-essential	Viable	hematopoietic system phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:16993	MGI:1913462	Viable	InsuffData/NoData	-0.488805535	Essential	Viable	hearing/vestibular/ear phenotype	-	Viable_phenotype	VP.outlier	-
HGNC:16994	MGI:1924301	Viable	InsuffData/NoData	-0.238258802	Non-essential	Viable	skeleton phenotype	-	Viable_phenotype	VP	VP
HGNC:16995	MGI:1339969	Viable	InsuffData/NoData	-0.033698995	Non-essential	Viable	hematopoietic system phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:16998	MGI:1915831	Lethal	InsuffData/NoData	-0.314739744	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17	MGI:1915008	Viable	InsuffData/NoData	0.10375509	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:17004	MGI:1861728	Viable	InsuffData/NoData	0.023638816	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:17012	MGI:1922546	Lethal	InsuffData/NoData	-0.64216952	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:17015	MGI:1914735	Lethal	InsuffData/NoData	-0.689344026	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:17028	MGI:1343161	Lethal	InsuffData/NoData	-0.772913757	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:1703	MGI:1328316	Viable	InsuffData/NoData	0.002987265	Non-essential	Viable	cardiovascular system phenotype|reproductive system phenotype|endocrine/exocrine gland phenotype	-	Viable_phenotype	VP	VP
HGNC:17032	MGI:2679720	Viable	InsuffData/NoData	-	-	Viable	-	-	Viable_insufproc	-	-
HGNC:17035	MGI:1916889	Lethal	Lethal_E12.5	-1.142902145	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:1704	MGI:1336885	Viable	InsuffData/NoData	0.130591133	Non-essential	Viable	homeostasis/metabolism phenotype|adipose tissue phenotype	-	Viable_phenotype	VP	VP
HGNC:17040	MGI:2179723	Subviable	Lethal_E12.5	-0.317131576	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:17043	MGI:2442058	Viable	InsuffData/NoData	0.07066528	Non-essential	Viable	homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:17056	MGI:102788	Viable	InsuffData/NoData	-0.103069771	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:17059	MGI:1933169	Lethal	Lethal_E9.5	-0.831970394	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:17060	MGI:107566	Lethal	InsuffData/NoData	-0.114220054	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17064	MGI:2183438	Viable	InsuffData/NoData	0.046980975	Non-essential	Viable	homeostasis/metabolism phenotype|vision/eye phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:17071	MGI:1924054	Viable	InsuffData/NoData	-0.050776712	Non-essential	Viable	integument phenotype|behavior/neurological phenotype|homeostasis/metabolism phenotype|hematopoietic system phenotype|growth/size/body region phenotype	-	Viable_phenotype	VP	VP
HGNC:17072	MGI:2151013	Lethal	Lethal_E12.5	-0.055578428	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17082	MGI:2157910	Viable	InsuffData/NoData	-0.032172655	Non-essential	Viable	reproductive system phenotype|endocrine/exocrine gland phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:17083	MGI:1929721	Lethal	InsuffData/NoData	-0.92058438	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:17088	MGI:1923957	Subviable	InsuffData/NoData	-	-	Subviable	mortality/aging	-	-	-	-
HGNC:17090	MGI:2142567	Lethal	InsuffData/NoData	0.075547862	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17098	MGI:2177178	Lethal	Lethal_E9.5	-0.583722083	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:171	MGI:87911	no_adult_VIA_data	Lethal_E9.5	0.097294536	Non-essential	Lethal	-	-	-	DL	DL
HGNC:17104	MGI:1926387	Subviable	InsuffData/NoData	-0.021489953	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:17107	MGI:2387588	Subviable	InsuffData/NoData	-0.060101891	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:17108	MGI:2429637	Viable	InsuffData/NoData	0.019441895	Non-essential	Viable	hematopoietic system phenotype|homeostasis/metabolism phenotype|immune system phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:17110	MGI:2442600	Viable	InsuffData/NoData	0.064018724	Non-essential	Viable	vision/eye phenotype	-	Viable_phenotype	VP	VP
HGNC:17111	MGI:2442875	Viable	InsuffData/NoData	0.138544555	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:17117	MGI:2385166	Viable	InsuffData/NoData	0.04682792	Non-essential	Viable	integument phenotype	-	Viable_phenotype	VP	VP
HGNC:17125	MGI:2448555	Viable	InsuffData/NoData	-	-	Viable	-	skeleton phenotype	Viable_phenotype	-	-
HGNC:17129	MGI:1919277	Lethal	Lethal_E9.5	0.101406479	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:1713	MGI:1916218	no_adult_VIA_data	Lethal_E9.5	-0.921058093	Essential	Lethal	-	-	-	CL	CL
HGNC:17135	MGI:2158015	Viable	InsuffData/NoData	-0.121207872	Non-essential	Viable	pigmentation phenotype|integument phenotype|skeleton phenotype	-	Viable_phenotype	VP	VP
HGNC:17142	MGI:1918898	Viable	InsuffData/NoData	0.060076351	Non-essential	Viable	hematopoietic system phenotype|homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:17144	MGI:1354954	Viable	InsuffData/NoData	-0.207904587	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:17145	MGI:1333745	Lethal	InsuffData/NoData	-0.168597678	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17146	MGI:1349429	Viable	InsuffData/NoData	-0.045706985	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:17151	MGI:1929285	Lethal	Lethal_E9.5	-1.139435996	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:17153	MGI:1919546	Viable	InsuffData/NoData	-0.188530255	Non-essential	Viable	vision/eye phenotype	-	Viable_phenotype	VP	VP
HGNC:17157	MGI:2446249	Lethal	InsuffData/NoData	-0.437944653	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17158	MGI:1333782	Viable	InsuffData/NoData	-0.017296122	Non-essential	Viable	hematopoietic system phenotype|homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:17160	MGI:1924182	Viable	InsuffData/NoData	-0.0723784	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:17166	MGI:1341907	Viable	InsuffData/NoData	-0.084578683	Non-essential	Viable	cardiovascular system phenotype|reproductive system phenotype|endocrine/exocrine gland phenotype	-	Viable_phenotype	VP	VP
HGNC:17168	MGI:1916043	Viable	InsuffData/NoData	-0.07887013	Non-essential	Viable	cardiovascular system phenotype|adipose tissue phenotype|vision/eye phenotype|skeleton phenotype|behavior/neurological phenotype|homeostasis/metabolism phenotype|nervous system phenotype|growth/size/body region phenotype	-	Viable_phenotype	VP	VP
HGNC:17170	MGI:2442186	Lethal	InsuffData/NoData	-0.291781215	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17173	MGI:2151153	Viable	InsuffData/NoData	-0.069077589	Non-essential	Viable	hematopoietic system phenotype|homeostasis/metabolism phenotype|skeleton phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:17174	MGI:1860418	Viable	InsuffData/NoData	-0.003349824	Non-essential	Viable	hematopoietic system phenotype|homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:17177	MGI:1860086	Viable	InsuffData/NoData	-0.096460744	Non-essential	Viable	hematopoietic system phenotype|homeostasis/metabolism phenotype|growth/size/body region phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:17179	MGI:1914322	Viable	InsuffData/NoData	-0.074461021	Non-essential	Viable	behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:1718	MGI:2442676	Subviable	InsuffData/NoData	-0.026712199	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:17183	MGI:1925791	Viable	InsuffData/NoData	-0.123818439	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:17185	MGI:2152836	Viable	InsuffData/NoData	-0.068756681	Non-essential	Viable	hematopoietic system phenotype	-	Viable_phenotype	VP	VP
HGNC:172	MGI:1338944	Lethal	Lethal_E12.5	-0.067134049	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17209	MGI:1920831	Viable	InsuffData/NoData	-0.033429399	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:17217	MGI:2385920	Viable	InsuffData/NoData	0.010224135	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:17223	MGI:2442406	Subviable	InsuffData/NoData	0.03306772	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:17224	MGI:2444431	Viable	InsuffData/NoData	-0.12339952	Non-essential	Viable	hearing/vestibular/ear phenotype|adipose tissue phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:1723	MGI:1859866	Lethal	InsuffData/NoData	-1.221492616	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:17241	MGI:2137356	Viable	InsuffData/NoData	0.028878893	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:17255	MGI:2673709	Subviable	InsuffData/NoData	-0.303265114	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:17262	MGI:2388804	Subviable	InsuffData/NoData	-0.322826527	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:17264	MGI:1096397	Lethal	Lethal_E9.5	-1.124355719	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:17265	MGI:2444583	Subviable	InsuffData/NoData	0.096816754	Non-essential	Subviable	mortality/aging|skeleton phenotype|limbs/digits/tail phenotype	-	-	SV	SV
HGNC:17268	MGI:1349448	Lethal	InsuffData/NoData	-0.631100494	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:17272	MGI:2684927	Viable	InsuffData/NoData	-0.324849338	Non-essential	Viable	adipose tissue phenotype|limbs/digits/tail phenotype|immune system phenotype|skeleton phenotype|behavior/neurological phenotype|reproductive system phenotype|homeostasis/metabolism phenotype|hematopoietic system phenotype|growth/size/body region phenotype|craniofacial phenotype	-	Viable_phenotype	VP	VP
HGNC:17273	MGI:1098258	Viable	InsuffData/NoData	-0.235335276	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:17274	MGI:1919419	Viable	InsuffData/NoData	-0.00770234	Non-essential	Viable	adipose tissue phenotype|growth/size/body region phenotype|skeleton phenotype|limbs/digits/tail phenotype	-	Viable_phenotype	VP	VP
HGNC:17276	MGI:2153887	Viable	InsuffData/NoData	0.133794264	Non-essential	Viable	behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:17280	MGI:2154278	Viable	InsuffData/NoData	-0.008472764	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:17287	MGI:1890396	Viable	InsuffData/NoData	-0.006515417	Non-essential	Viable	cardiovascular system phenotype|homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:17289	MGI:2679007	Viable	InsuffData/NoData	-0.000396233	Non-essential	Viable	hearing/vestibular/ear phenotype|vision/eye phenotype	-	Viable_phenotype	VP	VP
HGNC:17292	MGI:1915932	Viable	InsuffData/NoData	-0.151413741	Non-essential	Viable	behavior/neurological phenotype|growth/size/body region phenotype|nervous system phenotype	-	Viable_phenotype	VP	VP
HGNC:173	MGI:102806	Subviable	InsuffData/NoData	-0.052743092	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:17300	MGI:1926879	no_adult_VIA_data	Lethal_E9.5	-0.802335869	Essential	Lethal	-	-	-	CL	CL
HGNC:17301	MGI:1353431	Viable	InsuffData/NoData	-	-	Viable	respiratory system phenotype|digestive/alimentary phenotype|vision/eye phenotype	-	Viable_phenotype	-	-
HGNC:17302	MGI:2444846	Viable	InsuffData/NoData	-0.019233389	Non-essential	Viable	cardiovascular system phenotype|immune system phenotype|vision/eye phenotype|behavior/neurological phenotype|reproductive system phenotype|homeostasis/metabolism phenotype|endocrine/exocrine gland phenotype|hematopoietic system phenotype|growth/size/body region phenotype	-	Viable_phenotype	VP	VP
HGNC:17311	MGI:1096566	Viable	InsuffData/NoData	0.107738094	Non-essential	Viable	growth/size/body region phenotype|skeleton phenotype|limbs/digits/tail phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:17317	MGI:1929742	Lethal	Lethal_E12.5	-0.466279515	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:17318	MGI:2153463	Viable	InsuffData/NoData	0.064149505	Non-essential	Viable	renal/urinary system phenotype|immune system phenotype|vision/eye phenotype|liver/biliary system phenotype|behavior/neurological phenotype|reproductive system phenotype|homeostasis/metabolism phenotype|endocrine/exocrine gland phenotype|nervous system phenotype|hematopoietic system phenotype|growth/size/body region phenotype	-	Viable_phenotype	VP	VP
HGNC:17327	MGI:2387357	Lethal	InsuffData/NoData	-0.421833599	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17328	MGI:2137586	Viable	InsuffData/NoData	-0.077222318	Non-essential	Viable	vision/eye phenotype|integument phenotype|behavior/neurological phenotype|homeostasis/metabolism phenotype|nervous system phenotype|pigmentation phenotype	-	Viable_phenotype	VP	VP
HGNC:1733	MGI:1916812	Lethal	InsuffData/NoData	-0.149544901	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:1734	MGI:102657	Subviable	Viable_E18.5	-0.000813855	Non-essential	Subviable	mortality/aging|reproductive system phenotype	-	-	SV	SV
HGNC:17346	MGI:109584	Lethal	Lethal_E9.5	-0.362170541	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17347	MGI:1921601	Lethal	InsuffData/NoData	-0.835962576	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:17348	MGI:1918017	Lethal	InsuffData/NoData	-0.787993465	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:17351	MGI:1914479	Lethal	Lethal_E9.5	-0.42162158	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17358	MGI:1352500	Lethal	InsuffData/NoData	-0.104472791	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:1736	MGI:106211	no_adult_VIA_data	Lethal_E12.5	-0.868442571	Essential	Lethal	-	-	-	CL	CL
HGNC:17360	MGI:107935	Viable	InsuffData/NoData	0.028300615	Non-essential	Viable	cardiovascular system phenotype|limbs/digits/tail phenotype|integument phenotype|behavior/neurological phenotype|growth/size/body region phenotype	-	Viable_phenotype	VP	VP
HGNC:17364	MGI:1351328	Lethal	Lethal_E9.5	-0.587801704	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:17366	MGI:1353573	Viable	InsuffData/NoData	0.104695349	Non-essential	Viable	homeostasis/metabolism phenotype|immune system phenotype|skeleton phenotype|renal/urinary system phenotype	-	Viable_phenotype	VP	VP
HGNC:1738	MGI:2136459	Subviable	InsuffData/NoData	-0.047185301	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:17389	MGI:1931437	Viable	InsuffData/NoData	0.019902852	Non-essential	Viable	homeostasis/metabolism phenotype|integument phenotype	-	Viable_phenotype	VP	VP
HGNC:174	MGI:87912	Subviable	InsuffData/NoData	0.147329106	Non-essential	Subviable	mortality/aging	-	-	SV	SV
HGNC:17407	MGI:2442133	Viable	InsuffData/NoData	-	-	Viable	homeostasis/metabolism phenotype	behavior/neurological phenotype	Viable_phenotype	-	-
HGNC:17412	MGI:1930088	Lethal	InsuffData/NoData	0.084259148	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17416	MGI:1274784	Viable	InsuffData/NoData	0.049052848	Non-essential	Viable	limbs/digits/tail phenotype|hearing/vestibular/ear phenotype|skeleton phenotype|behavior/neurological phenotype|nervous system phenotype	-	Viable_phenotype	VP	VP
HGNC:1742	MGI:1933162	Viable	InsuffData/NoData	-0.013775311	Non-essential	Viable	hearing/vestibular/ear phenotype|behavior/neurological phenotype|homeostasis/metabolism phenotype|growth/size/body region phenotype|craniofacial phenotype	-	Viable_phenotype	VP	VP
HGNC:17422	MGI:1927166	Lethal	InsuffData/NoData	0.026586439	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17423	MGI:1929064	Viable	InsuffData/NoData	-0.000716486	Non-essential	Viable	hematopoietic system phenotype|immune system phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:17425	MGI:2685082	Viable	InsuffData/NoData	-0.07348372	Non-essential	Viable	skeleton phenotype|limbs/digits/tail phenotype	-	Viable_phenotype	VP	VP
HGNC:17429	MGI:1927237	Lethal	Viable_E18.5	-0.062466181	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17447	MGI:1929895	Viable	InsuffData/NoData	-0.042003583	Non-essential	Viable	hematopoietic system phenotype|skeleton phenotype|vision/eye phenotype	-	Viable_phenotype	VP	VP
HGNC:17448	MGI:1929897	Viable	InsuffData/NoData	0.029949065	Non-essential	Viable	behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:1745	MGI:1309511	Lethal	Lethal_E9.5	-1.14795029	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:17466	MGI:1931054	Viable	InsuffData/NoData	-0.022060926	Non-essential	Viable	homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:17470	MGI:1919170	Viable	InsuffData/NoData	0.129472777	Non-essential	Viable	homeostasis/metabolism phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:1748	MGI:88354	Lethal	InsuffData/NoData	-0.14554263	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17481	MGI:2159342	Viable	InsuffData/NoData	0.029820687	Non-essential	Viable	hematopoietic system phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:17493	MGI:1927344	Lethal	InsuffData/NoData	-0.430339133	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17495	MGI:2153041	Viable	InsuffData/NoData	0.025598201	Non-essential	Viable	hematopoietic system phenotype|immune system phenotype	-	Viable_phenotype	VP	VP
HGNC:17496	MGI:1891694	Viable	InsuffData/NoData	0.061927768	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:17509	MGI:2136910	Viable	InsuffData/NoData	-0.042524269	Non-essential	Viable	hematopoietic system phenotype	-	Viable_phenotype	VP	VP
HGNC:1753	MGI:99551	Viable	InsuffData/NoData	0.137122002	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:17537	MGI:1929259	Viable	InsuffData/NoData	0.073312836	Non-essential	Viable	homeostasis/metabolism phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:17556	MGI:2158394	Lethal	InsuffData/NoData	-0.158197998	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17557	MGI:1353593	Lethal	InsuffData/NoData	-0.392493006	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17563	MGI:1927165	Lethal	Lethal_E9.5	-0.719835214	Essential	Lethal	mortality/aging	-	-	CL	CL
HGNC:17565	MGI:1355329	Viable	InsuffData/NoData	0.005664813	Non-essential	Viable	-	-	Viable_insufproc	Vinsuf	-
HGNC:17567	MGI:2447771	Viable	InsuffData/NoData	0.109301149	Non-essential	Viable	cardiovascular system phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:17572	MGI:2145369	Viable	InsuffData/NoData	0.077658614	Non-essential	Viable	skeleton phenotype|limbs/digits/tail phenotype|behavior/neurological phenotype	-	Viable_phenotype	VP	VP
HGNC:17574	MGI:2151224	Subviable	InsuffData/NoData	0.079400144	Non-essential	Subviable	cardiovascular system phenotype|mortality/aging|muscle phenotype	-	-	SV	SV
HGNC:1758	MGI:3588198	Viable	InsuffData/NoData	0.071004778	Non-essential	Viable	homeostasis/metabolism phenotype	-	Viable_phenotype	VP	VP
HGNC:17581	MGI:1926788	Viable	InsuffData/NoData	-0.012354695	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
HGNC:17587	MGI:1929260	Lethal	InsuffData/NoData	-0.207820525	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17598	MGI:1926245	Viable	InsuffData/NoData	-0.021037232	Non-essential	Viable	reproductive system phenotype|growth/size/body region phenotype|skeleton phenotype|limbs/digits/tail phenotype	-	Viable_phenotype	VP	VP
HGNC:17615	MGI:1917087	Lethal	InsuffData/NoData	-0.005950943	Non-essential	Lethal	mortality/aging	-	-	DL	DL
HGNC:17616	MGI:2159727	Viable	InsuffData/NoData	0.001302567	Non-essential	Viable	-	-	Viable_nophenotype	VN	VN
